MODEL,POINT,IID,STID,STSIZ,ROSIZ,NBO,DPY
Demo - Model 02,42,50213,S_CARRIER,,,4.60E-06,0.696877038
Demo - Model 02,42,50213,S_CRUISER,,,4.60E-06,0.696877038
Demo - Model 02,42,50213,S_DESTROYER_01,,,4.60E-06,0.696877038
Demo - Model 02,42,50213,S_DESTROYER_02,,,4.60E-06,0.696877038
Demo - Model 02,42,50213,S_FRIGATE_01,,,4.60E-06,0.696877038
Demo - Model 02,42,50213,S_FRIGATE_02,,,4.60E-06,0.696877038
Demo - Model 02,42,50213,S_SUPPLY_SHIP_01,,,4.60E-06,0.696877038
Demo - Model 02,42,50213,S_SUPPLY_SHIP_02,,,4.60E-06,0.696877038
Demo - Model 02,42,50221,HOME BASE,1,,1.58E-07,0.365102303
Demo - Model 02,42,50221,MAIN DEPOT,,,4.06E-04,0.273826727
Demo - Model 02,42,50221,S_CARRIER,,,1.98E-08,4.56E-02
Demo - Model 02,42,50221,S_CRUISER,,,1.98E-08,4.56E-02
Demo - Model 02,42,50221,S_DESTROYER_01,,,1.98E-08,4.56E-02
Demo - Model 02,42,50221,S_DESTROYER_02,,,1.98E-08,4.56E-02
Demo - Model 02,42,50221,S_FRIGATE_01,,,1.98E-08,4.56E-02
Demo - Model 02,42,50221,S_FRIGATE_02,,,1.98E-08,4.56E-02
Demo - Model 02,42,50221,S_SUPPLY_SHIP_01,,,1.98E-08,4.56E-02
Demo - Model 02,42,50221,S_SUPPLY_SHIP_02,,,1.98E-08,4.56E-02
Demo - Model 02,42,50222,HOME BASE,,,6.57E-05,4.27E-02
Demo - Model 02,42,50222,MAIN DEPOT,,,4.75E-05,3.20E-02
Demo - Model 02,42,50222,S_CARRIER,,,8.22E-06,5.33E-03
Demo - Model 02,42,50222,S_CRUISER,,,8.22E-06,5.33E-03
Demo - Model 02,42,50222,S_DESTROYER_01,,,8.22E-06,5.33E-03
Demo - Model 02,42,50222,S_DESTROYER_02,,,8.22E-06,5.33E-03
Demo - Model 02,42,50222,S_FRIGATE_01,,,8.22E-06,5.33E-03
Demo - Model 02,42,50222,S_FRIGATE_02,,,8.22E-06,5.33E-03
Demo - Model 02,42,50222,S_SUPPLY_SHIP_01,,,8.22E-06,5.33E-03
Demo - Model 02,42,50222,S_SUPPLY_SHIP_02,,,8.22E-06,5.33E-03
Demo - Model 02,42,50223,HOME BASE,,,4.98E-04,0.322934071
Demo - Model 02,42,50223,MAIN DEPOT,,,3.59E-04,0.242200553
Demo - Model 02,42,50223,S_CARRIER,,,6.22E-05,4.04E-02
Demo - Model 02,42,50223,S_CRUISER,,,6.22E-05,4.04E-02
Demo - Model 02,42,50223,S_DESTROYER_01,,,6.22E-05,4.04E-02
Demo - Model 02,42,50223,S_DESTROYER_02,,,6.22E-05,4.04E-02
Demo - Model 02,42,50223,S_FRIGATE_01,,,6.22E-05,4.04E-02
Demo - Model 02,42,50223,S_FRIGATE_02,,,6.22E-05,4.04E-02
Demo - Model 02,42,50223,S_SUPPLY_SHIP_01,,,6.22E-05,4.04E-02
Demo - Model 02,42,50223,S_SUPPLY_SHIP_02,,,6.22E-05,4.04E-02
Demo - Model 02,42,50224,WORKSHOP,,1,1.32E-05,0.115802083
Demo - Model 02,42,50224,HOME BASE,1,,2.45E-07,0.115802083
Demo - Model 02,42,50224,MAIN DEPOT,,,6.48E-04,0.115802083
Demo - Model 02,42,50224,S_CARRIER,,,3.07E-08,0.01447526
Demo - Model 02,42,50224,S_CRUISER,,,3.07E-08,0.01447526
Demo - Model 02,42,50224,S_DESTROYER_01,,,3.07E-08,0.01447526
Demo - Model 02,42,50224,S_DESTROYER_02,,,3.07E-08,0.01447526
Demo - Model 02,42,50224,S_FRIGATE_01,,,3.07E-08,0.01447526
Demo - Model 02,42,50224,S_FRIGATE_02,,,3.07E-08,0.01447526
Demo - Model 02,42,50224,S_SUPPLY_SHIP_01,,,3.07E-08,0.01447526
Demo - Model 02,42,50224,S_SUPPLY_SHIP_02,,,3.07E-08,0.01447526
Demo - Model 02,42,50225,HOME BASE,,,3.67E-04,0.238141311
Demo - Model 02,42,50225,MAIN DEPOT,,,0.000265055,0.178605983
Demo - Model 02,42,50225,S_CARRIER,,,4.59E-05,2.98E-02
Demo - Model 02,42,50225,S_CRUISER,,,4.59E-05,2.98E-02
Demo - Model 02,42,50225,S_DESTROYER_01,,,4.59E-05,2.98E-02
Demo - Model 02,42,50225,S_DESTROYER_02,,,4.59E-05,2.98E-02
Demo - Model 02,42,50225,S_FRIGATE_01,,,4.59E-05,2.98E-02
Demo - Model 02,42,50225,S_FRIGATE_02,,,4.59E-05,2.98E-02
Demo - Model 02,42,50225,S_SUPPLY_SHIP_01,,,4.59E-05,2.98E-02
Demo - Model 02,42,50225,S_SUPPLY_SHIP_02,,,4.59E-05,2.98E-02
Demo - Model 02,42,50226,HOME BASE,,,6.37E-05,4.13E-02
Demo - Model 02,42,50226,MAIN DEPOT,,,4.60E-05,3.10E-02
Demo - Model 02,42,50226,S_CARRIER,,,7.96E-06,5.16E-03
Demo - Model 02,42,50226,S_CRUISER,,,7.96E-06,5.16E-03
Demo - Model 02,42,50226,S_DESTROYER_01,,,7.96E-06,5.16E-03
Demo - Model 02,42,50226,S_DESTROYER_02,,,7.96E-06,5.16E-03
Demo - Model 02,42,50226,S_FRIGATE_01,,,7.96E-06,5.16E-03
Demo - Model 02,42,50226,S_FRIGATE_02,,,7.96E-06,5.16E-03
Demo - Model 02,42,50226,S_SUPPLY_SHIP_01,,,7.96E-06,5.16E-03
Demo - Model 02,42,50226,S_SUPPLY_SHIP_02,,,7.96E-06,5.16E-03
Demo - Model 02,42,50227,HOME BASE,1,,9.02E-08,0.27565699
Demo - Model 02,42,50227,MAIN DEPOT,,,3.07E-04,0.206742743
Demo - Model 02,42,50227,S_CARRIER,,,1.13E-08,3.45E-02
Demo - Model 02,42,50227,S_CRUISER,,,1.13E-08,3.45E-02
Demo - Model 02,42,50227,S_DESTROYER_01,,,1.13E-08,3.45E-02
Demo - Model 02,42,50227,S_DESTROYER_02,,,1.13E-08,3.45E-02
Demo - Model 02,42,50227,S_FRIGATE_01,,,1.13E-08,3.45E-02
Demo - Model 02,42,50227,S_FRIGATE_02,,,1.13E-08,3.45E-02
Demo - Model 02,42,50227,S_SUPPLY_SHIP_01,,,1.13E-08,3.45E-02
Demo - Model 02,42,50227,S_SUPPLY_SHIP_02,,,1.13E-08,3.45E-02
Demo - Model 02,42,50231,HOME BASE,1,,1.23E-05,3.219288749
Demo - Model 02,42,50231,MAIN DEPOT,,,3.58E-03,2.414466562
Demo - Model 02,42,50231,S_CARRIER,,,1.54E-06,0.402411094
Demo - Model 02,42,50231,S_CRUISER,,,1.54E-06,0.402411094
Demo - Model 02,42,50231,S_DESTROYER_01,,,1.54E-06,0.402411094
Demo - Model 02,42,50231,S_DESTROYER_02,,,1.54E-06,0.402411094
Demo - Model 02,42,50231,S_FRIGATE_01,,,1.54E-06,0.402411094
Demo - Model 02,42,50231,S_FRIGATE_02,,,1.54E-06,0.402411094
Demo - Model 02,42,50231,S_SUPPLY_SHIP_01,,,1.54E-06,0.402411094
Demo - Model 02,42,50231,S_SUPPLY_SHIP_02,,,1.54E-06,0.402411094
Demo - Model 02,42,50232,HOME BASE,1,,1.51E-06,1.128346398
Demo - Model 02,42,50232,MAIN DEPOT,,,0.001255865,0.846259798
Demo - Model 02,42,50232,S_CARRIER,,,1.89E-07,0.1410433
Demo - Model 02,42,50232,S_CRUISER,,,1.89E-07,0.1410433
Demo - Model 02,42,50232,S_DESTROYER_01,,,1.89E-07,0.1410433
Demo - Model 02,42,50232,S_DESTROYER_02,,,1.89E-07,0.1410433
Demo - Model 02,42,50232,S_FRIGATE_01,,,1.89E-07,0.1410433
Demo - Model 02,42,50232,S_FRIGATE_02,,,1.89E-07,0.1410433
Demo - Model 02,42,50232,S_SUPPLY_SHIP_01,,,1.89E-07,0.1410433
Demo - Model 02,42,50232,S_SUPPLY_SHIP_02,,,1.89E-07,0.1410433
Demo - Model 02,42,50233,HOME BASE,1,,9.61E-06,2.847470456
Demo - Model 02,42,50233,MAIN DEPOT,,,3.17E-03,2.135602842
Demo - Model 02,42,50233,S_CARRIER,,,1.20E-06,0.355933807
Demo - Model 02,42,50233,S_CRUISER,,,1.20E-06,0.355933807
Demo - Model 02,42,50233,S_DESTROYER_01,,,1.20E-06,0.355933807
Demo - Model 02,42,50233,S_DESTROYER_02,,,1.20E-06,0.355933807
Demo - Model 02,42,50233,S_FRIGATE_01,,,1.20E-06,0.355933807
Demo - Model 02,42,50233,S_FRIGATE_02,,,1.20E-06,0.355933807
Demo - Model 02,42,50233,S_SUPPLY_SHIP_01,,,1.20E-06,0.355933807
Demo - Model 02,42,50233,S_SUPPLY_SHIP_02,,,1.20E-06,0.355933807
Demo - Model 02,42,50234,WORKSHOP,,1,4.66E-04,4.084338446
Demo - Model 02,42,50234,HOME BASE,1,,3.03E-04,4.084338446
Demo - Model 02,42,50234,MAIN DEPOT,,,2.28E-02,4.084338446
Demo - Model 02,42,50234,S_CARRIER,,,3.79E-05,0.510542306
Demo - Model 02,42,50234,S_CRUISER,,,3.79E-05,0.510542306
Demo - Model 02,42,50234,S_DESTROYER_01,,,3.79E-05,0.510542306
Demo - Model 02,42,50234,S_DESTROYER_02,,,3.79E-05,0.510542306
Demo - Model 02,42,50234,S_FRIGATE_01,,,3.79E-05,0.510542306
Demo - Model 02,42,50234,S_FRIGATE_02,,,3.79E-05,0.510542306
Demo - Model 02,42,50234,S_SUPPLY_SHIP_01,,,3.79E-05,0.510542306
Demo - Model 02,42,50234,S_SUPPLY_SHIP_02,,,3.79E-05,0.510542306
Demo - Model 02,42,50235,HOME BASE,1,,2.09E-05,4.199620981
Demo - Model 02,42,50235,MAIN DEPOT,,,4.67E-03,3.149715735
Demo - Model 02,42,50235,S_CARRIER,,,2.61E-06,0.524952623
Demo - Model 02,42,50235,S_CRUISER,,,2.61E-06,0.524952623
Demo - Model 02,42,50235,S_DESTROYER_01,,,2.61E-06,0.524952623
Demo - Model 02,42,50235,S_DESTROYER_02,,,2.61E-06,0.524952623
Demo - Model 02,42,50235,S_FRIGATE_01,,,2.61E-06,0.524952623
Demo - Model 02,42,50235,S_FRIGATE_02,,,2.61E-06,0.524952623
Demo - Model 02,42,50235,S_SUPPLY_SHIP_01,,,2.61E-06,0.524952623
Demo - Model 02,42,50235,S_SUPPLY_SHIP_02,,,2.61E-06,0.524952623
Demo - Model 02,42,50236,WORKSHOP,,1,4.16E-05,0.364230227
Demo - Model 02,42,50236,HOME BASE,,,2.20E-03,0.364230227
Demo - Model 02,42,50236,MAIN DEPOT,,,2.04E-03,0.364230227
Demo - Model 02,42,50236,S_CARRIER,,,2.75E-04,4.55E-02
Demo - Model 02,42,50236,S_CRUISER,,,2.75E-04,4.55E-02
Demo - Model 02,42,50236,S_DESTROYER_01,,,2.75E-04,4.55E-02
Demo - Model 02,42,50236,S_DESTROYER_02,,,2.75E-04,4.55E-02
Demo - Model 02,42,50236,S_FRIGATE_01,,,2.75E-04,4.55E-02
Demo - Model 02,42,50236,S_FRIGATE_02,,,2.75E-04,4.55E-02
Demo - Model 02,42,50236,S_SUPPLY_SHIP_01,,,2.75E-04,4.55E-02
Demo - Model 02,42,50236,S_SUPPLY_SHIP_02,,,2.75E-04,4.55E-02
Demo - Model 02,42,50241,HOME BASE,,,6.21E-04,0.403017125
Demo - Model 02,42,50241,MAIN DEPOT,,,4.49E-04,0.302262843
Demo - Model 02,42,50241,S_CARRIER,,,7.76E-05,5.04E-02
Demo - Model 02,42,50241,S_CRUISER,,,7.76E-05,5.04E-02
Demo - Model 02,42,50241,S_DESTROYER_01,,,7.76E-05,5.04E-02
Demo - Model 02,42,50241,S_DESTROYER_02,,,7.76E-05,5.04E-02
Demo - Model 02,42,50241,S_FRIGATE_01,,,7.76E-05,5.04E-02
Demo - Model 02,42,50241,S_FRIGATE_02,,,7.76E-05,5.04E-02
Demo - Model 02,42,50241,S_SUPPLY_SHIP_01,,,7.76E-05,5.04E-02
Demo - Model 02,42,50241,S_SUPPLY_SHIP_02,,,7.76E-05,5.04E-02
Demo - Model 02,42,50242,HOME BASE,,,7.26E-05,4.71E-02
Demo - Model 02,42,50242,MAIN DEPOT,,,5.24E-05,3.53E-02
Demo - Model 02,42,50242,S_CARRIER,,,9.07E-06,5.89E-03
Demo - Model 02,42,50242,S_CRUISER,,,9.07E-06,5.89E-03
Demo - Model 02,42,50242,S_DESTROYER_01,,,9.07E-06,5.89E-03
Demo - Model 02,42,50242,S_DESTROYER_02,,,9.07E-06,5.89E-03
Demo - Model 02,42,50242,S_FRIGATE_01,,,9.07E-06,5.89E-03
Demo - Model 02,42,50242,S_FRIGATE_02,,,9.07E-06,5.89E-03
Demo - Model 02,42,50242,S_SUPPLY_SHIP_01,,,9.07E-06,5.89E-03
Demo - Model 02,42,50242,S_SUPPLY_SHIP_02,,,9.07E-06,5.89E-03
Demo - Model 02,42,50243,WORKSHOP,,1,4.07E-05,0.356469843
Demo - Model 02,42,50243,HOME BASE,,,0.002156724,0.356469843
Demo - Model 02,42,50243,MAIN DEPOT,,,0.001993952,0.356469843
Demo - Model 02,42,50243,S_CARRIER,,,0.00026959,4.46E-02
Demo - Model 02,42,50243,S_CRUISER,,,0.00026959,4.46E-02
Demo - Model 02,42,50243,S_DESTROYER_01,,,0.00026959,4.46E-02
Demo - Model 02,42,50243,S_DESTROYER_02,,,0.00026959,4.46E-02
Demo - Model 02,42,50243,S_FRIGATE_01,,,0.00026959,4.46E-02
Demo - Model 02,42,50243,S_FRIGATE_02,,,0.00026959,4.46E-02
Demo - Model 02,42,50243,S_SUPPLY_SHIP_01,,,0.00026959,4.46E-02
Demo - Model 02,42,50243,S_SUPPLY_SHIP_02,,,0.00026959,4.46E-02
Demo - Model 02,42,50244,HOME BASE,,,0.000196995,0.127827796
Demo - Model 02,42,50244,MAIN DEPOT,,,0.000142274,9.59E-02
Demo - Model 02,42,50244,S_CARRIER,,,2.46244E-05,0.015978474
Demo - Model 02,42,50244,S_CRUISER,,,2.46244E-05,0.015978474
Demo - Model 02,42,50244,S_DESTROYER_01,,,2.46244E-05,0.015978474
Demo - Model 02,42,50244,S_DESTROYER_02,,,2.46244E-05,0.015978474
Demo - Model 02,42,50244,S_FRIGATE_01,,,2.46244E-05,0.015978474
Demo - Model 02,42,50244,S_FRIGATE_02,,,2.46244E-05,0.015978474
Demo - Model 02,42,50244,S_SUPPLY_SHIP_01,,,2.46244E-05,0.015978474
Demo - Model 02,42,50244,S_SUPPLY_SHIP_02,,,2.46244E-05,0.015978474
Demo - Model 02,42,60111,HOME BASE,,,0.012523285,8.126220401
Demo - Model 02,42,60111,MAIN DEPOT,,,9.04E-03,6.0946653
Demo - Model 02,42,60111,S_CARRIER,1,,7.22E-06,1.21577755
Demo - Model 02,42,60111,S_CRUISER,1,,7.22E-06,1.21577755
Demo - Model 02,42,60111,S_DESTROYER_01,1,,7.22E-06,1.21577755
Demo - Model 02,42,60111,S_DESTROYER_02,1,,7.22E-06,1.21577755
Demo - Model 02,42,60111,S_FRIGATE_01,1,,7.22E-06,1.21577755
Demo - Model 02,42,60111,S_FRIGATE_02,1,,7.22E-06,1.21577755
Demo - Model 02,42,60111,S_SUPPLY_SHIP_01,1,,7.22E-06,1.21577755
Demo - Model 02,42,60111,S_SUPPLY_SHIP_02,1,,7.22E-06,1.21577755
Demo - Model 02,42,60112,WORKSHOP,,1,7.75E-04,6.789401376
Demo - Model 02,42,60112,HOME BASE,2,,6.12E-07,6.789401376
Demo - Model 02,42,60112,MAIN DEPOT,,,3.80E-02,6.789401376
Demo - Model 02,42,60112,S_CARRIER,,,7.65E-08,0.848675172
Demo - Model 02,42,60112,S_CRUISER,,,7.65E-08,0.848675172
Demo - Model 02,42,60112,S_DESTROYER_01,,,7.65E-08,0.848675172
Demo - Model 02,42,60112,S_DESTROYER_02,,,7.65E-08,0.848675172
Demo - Model 02,42,60112,S_FRIGATE_01,,,7.65E-08,0.848675172
Demo - Model 02,42,60112,S_FRIGATE_02,,,7.65E-08,0.848675172
Demo - Model 02,42,60112,S_SUPPLY_SHIP_01,,,7.65E-08,0.848675172
Demo - Model 02,42,60112,S_SUPPLY_SHIP_02,,,7.65E-08,0.848675172
Demo - Model 02,42,60113,HOME BASE,,,0.022153765,14.37533214
Demo - Model 02,42,60113,MAIN DEPOT,,,0.015999942,10.7814991
Demo - Model 02,42,60113,S_CARRIER,1,,5.69E-05,2.796916517
Demo - Model 02,42,60113,S_CRUISER,1,,5.69E-05,2.796916517
Demo - Model 02,42,60113,S_DESTROYER_01,1,,5.69E-05,2.796916517
Demo - Model 02,42,60113,S_DESTROYER_02,1,,5.69E-05,2.796916517
Demo - Model 02,42,60113,S_FRIGATE_01,1,,5.69E-05,2.796916517
Demo - Model 02,42,60113,S_FRIGATE_02,1,,5.69E-05,2.796916517
Demo - Model 02,42,60113,S_SUPPLY_SHIP_01,1,,5.69E-05,2.796916517
Demo - Model 02,42,60113,S_SUPPLY_SHIP_02,1,,5.69E-05,2.796916517
Demo - Model 02,42,60114,HOME BASE,,,3.97E-03,2.577450876
Demo - Model 02,42,60114,MAIN DEPOT,,,2.87E-03,1.933088157
Demo - Model 02,42,60114,S_CARRIER,1,,2.03E-06,0.522181359
Demo - Model 02,42,60114,S_CRUISER,1,,2.03E-06,0.522181359
Demo - Model 02,42,60114,S_DESTROYER_01,1,,2.03E-06,0.522181359
Demo - Model 02,42,60114,S_DESTROYER_02,1,,2.03E-06,0.522181359
Demo - Model 02,42,60114,S_FRIGATE_01,1,,2.03E-06,0.522181359
Demo - Model 02,42,60114,S_FRIGATE_02,1,,2.03E-06,0.522181359
Demo - Model 02,42,60114,S_SUPPLY_SHIP_01,1,,2.03E-06,0.522181359
Demo - Model 02,42,60114,S_SUPPLY_SHIP_02,1,,2.03E-06,0.522181359
Demo - Model 02,42,60115,HOME BASE,1,,3.33E-05,5.300401478
Demo - Model 02,42,60115,MAIN DEPOT,,,5.90E-03,3.975301108
Demo - Model 02,42,60115,S_CARRIER,,,4.16E-06,0.662550185
Demo - Model 02,42,60115,S_CRUISER,,,4.16E-06,0.662550185
Demo - Model 02,42,60115,S_DESTROYER_01,,,4.16E-06,0.662550185
Demo - Model 02,42,60115,S_DESTROYER_02,,,4.16E-06,0.662550185
Demo - Model 02,42,60115,S_FRIGATE_01,,,4.16E-06,0.662550185
Demo - Model 02,42,60115,S_FRIGATE_02,,,4.16E-06,0.662550185
Demo - Model 02,42,60115,S_SUPPLY_SHIP_01,,,4.16E-06,0.662550185
Demo - Model 02,42,60115,S_SUPPLY_SHIP_02,,,4.16E-06,0.662550185
Demo - Model 02,42,60116,WORKSHOP,,1,7.72E-04,6.75940032
Demo - Model 02,42,60116,HOME BASE,1,,2.11E-04,6.75940032
Demo - Model 02,42,60116,MAIN DEPOT,,,3.78E-02,6.75940032
Demo - Model 02,42,60116,S_CARRIER,,,2.64E-05,0.84492504
Demo - Model 02,42,60116,S_CRUISER,,,2.64E-05,0.84492504
Demo - Model 02,42,60116,S_DESTROYER_01,,,2.64E-05,0.84492504
Demo - Model 02,42,60116,S_DESTROYER_02,,,2.64E-05,0.84492504
Demo - Model 02,42,60116,S_FRIGATE_01,,,2.64E-05,0.84492504
Demo - Model 02,42,60116,S_FRIGATE_02,,,2.64E-05,0.84492504
Demo - Model 02,42,60116,S_SUPPLY_SHIP_01,,,2.64E-05,0.84492504
Demo - Model 02,42,60116,S_SUPPLY_SHIP_02,,,2.64E-05,0.84492504
Demo - Model 02,42,60117,WORKSHOP,,1,4.10E-03,35.92620649
Demo - Model 02,42,60117,HOME BASE,5,,7.70E-06,35.92620649
Demo - Model 02,42,60117,MAIN DEPOT,,,0.200957091,35.92620649
Demo - Model 02,42,60117,S_CARRIER,,,9.62E-07,4.490775811
Demo - Model 02,42,60117,S_CRUISER,,,9.62E-07,4.490775811
Demo - Model 02,42,60117,S_DESTROYER_01,,,9.62E-07,4.490775811
Demo - Model 02,42,60117,S_DESTROYER_02,,,9.62E-07,4.490775811
Demo - Model 02,42,60117,S_FRIGATE_01,,,9.62E-07,4.490775811
Demo - Model 02,42,60117,S_FRIGATE_02,,,9.62E-07,4.490775811
Demo - Model 02,42,60117,S_SUPPLY_SHIP_01,,,9.62E-07,4.490775811
Demo - Model 02,42,60117,S_SUPPLY_SHIP_02,,,9.62E-07,4.490775811
Demo - Model 02,42,60118,HOME BASE,,,7.09E-04,0.459772982
Demo - Model 02,42,60118,MAIN DEPOT,,,5.12E-04,0.344829737
Demo - Model 02,42,60118,S_CARRIER,,,8.86E-05,5.75E-02
Demo - Model 02,42,60118,S_CRUISER,,,8.86E-05,5.75E-02
Demo - Model 02,42,60118,S_DESTROYER_01,,,8.86E-05,5.75E-02
Demo - Model 02,42,60118,S_DESTROYER_02,,,8.86E-05,5.75E-02
Demo - Model 02,42,60118,S_FRIGATE_01,,,8.86E-05,5.75E-02
Demo - Model 02,42,60118,S_FRIGATE_02,,,8.86E-05,5.75E-02
Demo - Model 02,42,60118,S_SUPPLY_SHIP_01,,,8.86E-05,5.75E-02
Demo - Model 02,42,60118,S_SUPPLY_SHIP_02,,,8.86E-05,5.75E-02
Demo - Model 02,42,60119,WORKSHOP,,1,9.54E-04,8.359526686
Demo - Model 02,42,60119,HOME BASE,1,,6.50E-04,8.359526686
Demo - Model 02,42,60119,MAIN DEPOT,,,4.68E-02,8.359526686
Demo - Model 02,42,60119,S_CARRIER,,,8.13E-05,1.044940836
Demo - Model 02,42,60119,S_CRUISER,,,8.13E-05,1.044940836
Demo - Model 02,42,60119,S_DESTROYER_01,,,8.13E-05,1.044940836
Demo - Model 02,42,60119,S_DESTROYER_02,,,8.13E-05,1.044940836
Demo - Model 02,42,60119,S_FRIGATE_01,,,8.13E-05,1.044940836
Demo - Model 02,42,60119,S_FRIGATE_02,,,8.13E-05,1.044940836
Demo - Model 02,42,60119,S_SUPPLY_SHIP_01,,,8.13E-05,1.044940836
Demo - Model 02,42,60119,S_SUPPLY_SHIP_02,,,8.13E-05,1.044940836
Demo - Model 02,42,601110,HOME BASE,,,7.40E-03,4.802634586
Demo - Model 02,42,601110,MAIN DEPOT,,,5.35E-03,3.60197594
Demo - Model 02,42,601110,S_CARRIER,1,,3.97E-06,0.800329323
Demo - Model 02,42,601110,S_CRUISER,1,,3.97E-06,0.800329323
Demo - Model 02,42,601110,S_DESTROYER_01,1,,3.97E-06,0.800329323
Demo - Model 02,42,601110,S_DESTROYER_02,1,,3.97E-06,0.800329323
Demo - Model 02,42,601110,S_FRIGATE_01,1,,3.97E-06,0.800329323
Demo - Model 02,42,601110,S_FRIGATE_02,1,,3.97E-06,0.800329323
Demo - Model 02,42,601110,S_SUPPLY_SHIP_01,1,,3.97E-06,0.800329323
Demo - Model 02,42,601110,S_SUPPLY_SHIP_02,1,,3.97E-06,0.800329323
Demo - Model 02,42,601111,HOME BASE,,,0.012292948,7.976757631
Demo - Model 02,42,601111,MAIN DEPOT,,,8.88E-03,5.982568223
Demo - Model 02,42,601111,S_CARRIER,1,,3.06E-05,1.997094704
Demo - Model 02,42,601111,S_CRUISER,1,,3.06E-05,1.997094704
Demo - Model 02,42,601111,S_DESTROYER_01,1,,3.06E-05,1.997094704
Demo - Model 02,42,601111,S_DESTROYER_02,1,,3.06E-05,1.997094704
Demo - Model 02,42,601111,S_FRIGATE_01,1,,3.06E-05,1.997094704
Demo - Model 02,42,601111,S_FRIGATE_02,1,,3.06E-05,1.997094704
Demo - Model 02,42,601111,S_SUPPLY_SHIP_01,1,,3.06E-05,1.997094704
Demo - Model 02,42,601111,S_SUPPLY_SHIP_02,1,,3.06E-05,1.997094704
Demo - Model 02,42,601112,HOME BASE,1,,1.20E-06,1.005218508
Demo - Model 02,42,601112,MAIN DEPOT,,,0.001118822,0.753913881
Demo - Model 02,42,601112,S_CARRIER,,,1.50E-07,0.125652313
Demo - Model 02,42,601112,S_CRUISER,,,1.50E-07,0.125652313
Demo - Model 02,42,601112,S_DESTROYER_01,,,1.50E-07,0.125652313
Demo - Model 02,42,601112,S_DESTROYER_02,,,1.50E-07,0.125652313
Demo - Model 02,42,601112,S_FRIGATE_01,,,1.50E-07,0.125652313
Demo - Model 02,42,601112,S_FRIGATE_02,,,1.50E-07,0.125652313
Demo - Model 02,42,601112,S_SUPPLY_SHIP_01,,,1.50E-07,0.125652313
Demo - Model 02,42,601112,S_SUPPLY_SHIP_02,,,1.50E-07,0.125652313
Demo - Model 02,42,601113,HOME BASE,2,,4.47E-06,19.52488108
Demo - Model 02,42,601113,MAIN DEPOT,,,0.02173146,14.64366081
Demo - Model 02,42,601113,S_CARRIER,,,5.59E-07,2.440610135
Demo - Model 02,42,601113,S_CRUISER,,,5.59E-07,2.440610135
Demo - Model 02,42,601113,S_DESTROYER_01,,,5.59E-07,2.440610135
Demo - Model 02,42,601113,S_DESTROYER_02,,,5.59E-07,2.440610135
Demo - Model 02,42,601113,S_FRIGATE_01,,,5.59E-07,2.440610135
Demo - Model 02,42,601113,S_FRIGATE_02,,,5.59E-07,2.440610135
Demo - Model 02,42,601113,S_SUPPLY_SHIP_01,,,5.59E-07,2.440610135
Demo - Model 02,42,601113,S_SUPPLY_SHIP_02,,,5.59E-07,2.440610135
Demo - Model 02,42,601114,HOME BASE,1,,2.39E-05,4.486941454
Demo - Model 02,42,601114,MAIN DEPOT,,,4.99E-03,3.36520609
Demo - Model 02,42,601114,S_CARRIER,,,2.98E-06,0.560867682
Demo - Model 02,42,601114,S_CRUISER,,,2.98E-06,0.560867682
Demo - Model 02,42,601114,S_DESTROYER_01,,,2.98E-06,0.560867682
Demo - Model 02,42,601114,S_DESTROYER_02,,,2.98E-06,0.560867682
Demo - Model 02,42,601114,S_FRIGATE_01,,,2.98E-06,0.560867682
Demo - Model 02,42,601114,S_FRIGATE_02,,,2.98E-06,0.560867682
Demo - Model 02,42,601114,S_SUPPLY_SHIP_01,,,2.98E-06,0.560867682
Demo - Model 02,42,601114,S_SUPPLY_SHIP_02,,,2.98E-06,0.560867682
Demo - Model 02,42,601115,WORKSHOP,,1,1.18E-03,10.3297305
Demo - Model 02,42,601115,HOME BASE,2,,1.61E-05,10.3297305
Demo - Model 02,42,601115,MAIN DEPOT,,,5.78E-02,10.3297305
Demo - Model 02,42,601115,S_CARRIER,,,2.01E-06,1.291216313
Demo - Model 02,42,601115,S_CRUISER,,,2.01E-06,1.291216313
Demo - Model 02,42,601115,S_DESTROYER_01,,,2.01E-06,1.291216313
Demo - Model 02,42,601115,S_DESTROYER_02,,,2.01E-06,1.291216313
Demo - Model 02,42,601115,S_FRIGATE_01,,,2.01E-06,1.291216313
Demo - Model 02,42,601115,S_FRIGATE_02,,,2.01E-06,1.291216313
Demo - Model 02,42,601115,S_SUPPLY_SHIP_01,,,2.01E-06,1.291216313
Demo - Model 02,42,601115,S_SUPPLY_SHIP_02,,,2.01E-06,1.291216313
Demo - Model 02,42,60121,WORKSHOP,,1,3.42E-04,2.998329126
Demo - Model 02,42,60121,HOME BASE,1,,1.64E-04,2.998329126
Demo - Model 02,42,60121,MAIN DEPOT,,,0.016771476,2.998329126
Demo - Model 02,42,60121,S_CARRIER,,,2.04E-05,0.374791141
Demo - Model 02,42,60121,S_CRUISER,,,2.04E-05,0.374791141
Demo - Model 02,42,60121,S_DESTROYER_01,,,2.04E-05,0.374791141
Demo - Model 02,42,60121,S_DESTROYER_02,,,2.04E-05,0.374791141
Demo - Model 02,42,60121,S_FRIGATE_01,,,2.04E-05,0.374791141
Demo - Model 02,42,60121,S_FRIGATE_02,,,2.04E-05,0.374791141
